headline,type,year,news_desk_category,GPT_score,GPT_class
U.S. WILL SPONSOR AIDS-DRUG TRIALS,article,1992,world/international/foreign,0.6,balanced
"ART REVIEW;
Not Only Patriotic, but Timely as Well",article,1991,weekend,0.7,clickbait
"Accounts, People & Miscellany",article,2010,business/economy/financial,0.2,matter-of-fact
The Rights of Terri Schiavo,article,2005,media,0.0,balanced
"Paid Notice: Deaths  CIPRUT, SOLOMON, MD.",article,1997,lifestyle/living,-0.8,matter-of-fact
"Inside the Mind's Eye, a Network of Highways",article,2004,media,0.3,clickbait
"If You Never Take a Risk, You'll Never Be in Big Trouble",article,2004,weekend,0.2,clickbait
SPORTS PEOPLE: TENNIS;Capriati Finds Trouble At a Club in Tampa,article,1996,sports,-0.6,clickbait
Putin Rules Out Intervention to Stop the Syrian Rebellion,article,2012,world/international/foreign,-0.5,balanced
"Constance M. Anderson -- Volunteer Worker, 102",article,2001,home,0.5,balanced
Backtalk; Good Sports Are Harder To Find,article,1997,sports,-0.3,clickbait
Hoit is Victorious,article,2006,sports,0.7,clickbait
Trust and Money at Core of Crucial Paris Talks on Climate Change,article,2015,world/international/foreign,0.2,balanced
"Bound for New Life, Set to Music of the Old World",article,2008,weekend,0.3,clickbait
"A Tragic Fire, and Its Fighters",article,2001,uncategorized,-0.6,balanced
Pentagon Says U.S. Citizens With Terrorism Ties Can Be Targeted in Strikes,article,2012,uncategorized,-0.7,clickbait
Gladwell vs. Gladwell,article,2006,business/economy/financial,0.0,clickbait
Is Clinton's Encryption Policy Naive or Shrewd?,article,1996,media,0.0,clickbait
"Firing Chief Was Wrong, Panel Says",article,2006,business/economy/financial,0.2,balanced
Tennessee Titans at New York Jets Preview,article,2015,sports,0.0,matter-of-fact
Wheelies: The Remapped Edition,article,2012,uncategorized,0.3,clickbait
A Pledge of Assistance for Bush From 8 European Leaders,article,2003,world/international/foreign,0.5,balanced
A Hunt for a Better Mortgage,article,1999,business/economy/financial,0.4,balanced
Pesto the Way Genoa Intended,article,2003,dining/food,0.7,balanced
Battle of the Budget May Not Go to Court,article,1994,home,0.1,clickbait
Veterans Battle for Jobs on the Home Front,article,2015,business/economy/financial,0.2,balanced
Senate Races: Where Outside Groups Spend Their Money,article,2014,business/economy/financial,0.2,balanced
"African Wings, With Nowhere to Fly",multimedia,2011,world/international/foreign,-0.7,clickbait
Review/Fashion; Avoiding Overt Sensuality at a Time of Vulnerability,article,2001,lifestyle/living,0.2,balanced
"Hotel’s Prime Audience: Sitting in a Meeting, Dreaming of the Greens",article,2008,business/economy/financial,0.5,clickbait
A Mythic Reality,article,2004,media,0.3,clickbait
"OHM Corp.(OHM,N) reports earnings for Qtr to Sept 30",article,1994,business/economy/financial,0.0,matter-of-fact
Industry Urged to Offer More Nutritious Foods for Children,article,2006,business/economy/financial,0.5,balanced
GROUP TO ANNOUNCE QUANTUM COMPUTER,article,2000,business/economy/financial,0.6,balanced
"NYT: Big Store, Little Town",audio,2018,uncategorized,0.2,clickbait
"Claire Blaydon, Anthony Florence",article,2000,social/society,0.2,balanced
Bending Design To Ape Nature,article,2001,home,0.3,clickbait
Leadership Fight Raises Fears About N.A.A.C.P.,article,1992,world/international/foreign,-0.6,clickbait
The Most Obfuscatory Online Credit Card Applications,article,2010,uncategorized,-0.5,clickbait
Review: David Cronenberg Dissects Hollywood in ‘Maps to the Stars’,article,2015,weekend,0.5,balanced
Arena Names Can Spell Embarrassment,article,2012,sports,-0.5,clickbait
"The Serbs and Croats: So Much in Common, Including Hate",article,1991,world/international/foreign,-0.7,clickbait
Williams Controls in Deal,article,2000,business/economy/financial,0.2,clickbait
G.M.'s Choice For Brazil Work,article,1996,business/economy/financial,0.2,clickbait
"Adopted Children, New Americans",article,2001,media,0.5,balanced
"Nets' Jefferson: Cool, Cocky And Confident",article,2002,sports,0.7,clickbait
Even the Cheeriest Choreographer Has a Dark Side,article,2003,arts/culture,0.1,clickbait
"In an Unreal City, Real Masterworks Beat the Odds",article,1998,sports,0.3,clickbait
Corrections,article,1992,home,0.0,clickbait
U.S. Publishes First Guide To Treatment of Infertility,article,1997,world/international/foreign,0.7,balanced
A Greenmarket for East Harlem,article,2007,entertainment,0.7,balanced
Corrections,article,2001,home,0.0,clickbait
More on the Ethics of Prostheses,article,2009,uncategorized,0.5,balanced
Some Plays Can Twinkle Without Stars,article,2009,uncategorized,0.5,clickbait
Economic Calendar,article,2003,business/economy/financial,0.0,matter-of-fact
"West 42nd Street, 4 P.M.",article,2003,education,0.0,matter-of-fact
Two Easier Ways to Tote A Cruise Guide Onboard,article,2012,uncategorized,0.3,balanced
A New Designer At Anne Klein,article,1993,lifestyle/living,0.3,balanced
Reality Check on Road to Stardom,article,2006,sports,0.1,clickbait
"The Real America, Continued",article,2015,opinion/editorial,0.2,clickbait
"For Bruckner, a Vague Nazi Aura Persists",article,1996,sports,-0.6,clickbait
Romney at the Clinton Global Initiative,article,2012,uncategorized,0.2,balanced
Bailout’s Failure a Boon for Renewables?,article,2008,uncategorized,0.3,clickbait
Get a Sharp Edge for a Cold Day,article,1999,lifestyle/living,0.2,clickbait
"Paid Notice: Deaths  MATUS, WILLIAM (BILLY)",article,2002,lifestyle/living,-0.8,matter-of-fact
The Hard Road From Dixie,article,1997,books/reviews,0.2,clickbait
Growing Crisis in Its Backyard Snares Russia,article,2014,world/international/foreign,-0.6,clickbait
Air Force Tanker Deal,article,2010,entertainment,0.0,matter-of-fact
Japanese Web Site to Offer Video for Sale,article,2005,business/economy/financial,0.3,matter-of-fact
"To Battle, Armed With Shares",article,2006,business/economy/financial,0.2,clickbait
"A Harried Filmmaker Finds Refuge at 16,000 Feet",article,2002,sports,0.5,balanced
I Am Stuck Between Two Lives During This Pandemic,article,2020,opinion/editorial,-0.5,clickbait
"A Woman of Many Parts, Some Exposed",article,2007,uncategorized,0.2,clickbait
"Maria Reiche, 95, Keeper of an Ancient Peruvian Puzzle, Dies",article,1998,world/international/foreign,-0.5,balanced
"Joni Ernst, in a Tight Senate Race, Repeats a Debunked Coronavirus Theory",article,2020,politics,-0.6,clickbait
COMPANY REPORTS;AMR Posts 78.4% Increase From Operations in Quarter,article,1996,business/economy/financial,0.8,balanced
"Rogers Cantel Mobile Communications Inc.(RCMIF,NNM) reports earnings for Qtr to Sept 30",article,1994,business/economy/financial,0.0,matter-of-fact
Clips of Jazz Legend Ornette Coleman,multimedia,2015,obituary,0.6,balanced
What Wal-Mart Knows About Customers' Habits,article,2004,business/economy/financial,0.5,balanced
"Juan Guaidó: Venezuelans, Strength Is in Unity",article,2019,opinion/editorial,0.5,balanced
"Paid Notice: Deaths  ISAACSON, FLORENCE",article,2000,lifestyle/living,-0.5,matter-of-fact
NEWS SUMMARY,article,1999,home,0.0,clickbait
‘Car of Tomorrow’ Gets Fuel System of Today,article,2011,automobiles,0.2,clickbait
Pssst. Need a Digital TV Coupon?,article,2009,uncategorized,0.2,clickbait
"Defending Spy Program, Administration Cites Law",article,2005,world/international/foreign,0.0,balanced
"Amy Stern, Douglas Schreiber",article,2004,social/society,0.1,matter-of-fact
U.S. Can Stop Salvadoran Death Squads,article,1991,media,0.2,clickbait
"Anger, on Both Sides Of Eastern Parkway",article,1992,home,-0.5,clickbait
Sentenced to Abuse,article,2010,opinion/editorial,-0.8,clickbait
Our Towns,article,1991,home,0.2,balanced
Kenya: Study Finds Parental Factors Crucial in Choosing Circumcision for a Baby,article,2012,science/health,0.2,balanced
Mexico Reacts Bitterly to Execution of One of Its Citizens in Texas,article,1997,world/international/foreign,-0.8,balanced
Battling Memories,article,2001,uncategorized,0.2,clickbait
‘The Old Drift’ Is a Dazzling Debut Spanning Four Generations,article,2019,arts/culture,0.8,balanced
Hartford Tax Panel Avoids Voting on Tax,article,1991,home,0.0,balanced
Dynamic Duo | Cocteau & Cartier,article,2010,fashion/style,0.5,clickbait
Books in Brief: FICTION,article,1996,books/reviews,0.5,matter-of-fact
Corrections,article,2007,obituary,0.5,clickbait
Nicholas Berg's Death,article,2004,media,-0.9,balanced
"Coronavirus Gloom, and Rays of Hope",article,2020,entertainment,0.1,balanced
Top-of-the Lungs Welcome for Young Top-40 Favorites,article,2012,arts/culture,0.5,clickbait
3 Arrested Overnight During Demonstration,article,2014,uncategorized,-0.5,balanced
"From Bitcoin to Russia Investigation, a Look Ahead at 2018",article,2018,business/economy/financial,0.2,clickbait
Germany Discusses National Energy Plan,article,2012,world/international/foreign,0.2,balanced
The Harvard Godfather Who Lives to Provoke,article,2001,sports,0.2,clickbait
"Michigan, Reopening, Breland: Your Wednesday Evening Briefing",article,2020,uncategorized,0.2,balanced
Where's the Beef? Here,article,2003,weekend,0.2,clickbait
Donadoni Reigns in the Rain With a Goal and 2 Assists,article,1997,sports,0.8,clickbait
"To Stop the Worrying, Keep Race Out of Hiring",article,1995,business/economy/financial,-0.5,clickbait
Desperate Ugandans Seek Makeshift Healers as Mysterious Illness Strikes Young,article,2012,world/international/foreign,-0.7,clickbait
How Skateboarding Helped Me Cope With War,article,2018,opinion/editorial,0.6,balanced
"Paid Notice: Deaths  FISHER, M. ANTHONY AND ANNE",article,2003,lifestyle/living,-0.7,matter-of-fact
"Hillary Clinton, Donald Trump, New Delhi: Your Tuesday Briefing",article,2016,uncategorized,0.1,clickbait
Chief Quits Post as Tomkins Talks of 'Corporate Excess',article,2000,business/economy/financial,-0.6,balanced
Morgan Jerkins Heads Down South in Search of Her Black Identity,article,2020,books/reviews,0.5,balanced
"One Classroom, Many Minds; A Paddle for the Mainstream",article,2003,education,0.3,clickbait
DEUTSCHE AEROSPACE PLANS MAJORITY STAKE IN FOKKER,article,1992,business/economy/financial,0.4,balanced
Tar Heels Win Without Lawson,article,2009,sports,0.2,clickbait
World Business Briefing | Europe: European Union: Boeing Criticized,article,2001,business/economy/financial,-0.5,balanced
Digg Will Charge Less for Ads Its Users Like,article,2009,uncategorized,0.3,balanced
DINER'S JOURNAL,article,2002,weekend,0.2,balanced
Japanese Comfort Food in the Wee Hours,multimedia,2015,uncategorized,0.5,clickbait
Cargill Abandons Pursuit of Dutch Animal Feed Supplier Nutreco,article,2014,business/economy/financial,-0.6,balanced
Amazon Rain Forest Is Global Responsibility; Florida Isn't Hurting,article,1997,media,0.2,clickbait
Going Without Gluten,article,2013,fashion/style,0.2,balanced
Lessons From Wars of the Past,article,2002,opinion/editorial,0.2,balanced
Damning (Yet Desiring) Mickey and the Big Mac,article,2002,arts/culture,-0.5,clickbait
Corrections,article,1998,home,0.5,balanced
The Legacy of Black Hawk Down,article,2003,media,0.2,balanced
"Paid Notice: Deaths  MOORE, GENE",article,1998,lifestyle/living,-0.9,matter-of-fact
Ford Pulls Commercials From Audubon Show,article,1991,business/economy/financial,-0.6,balanced
"Sales Increase, but Colgate's Earnings Fall",article,2005,business/economy/financial,-0.6,clickbait
Places of Honor and Remembrance,article,2006,theater,0.5,balanced
CLINTON AIDE MET TREASURY OFFICIALS TO DISCUSS INQUIRY,article,1994,world/international/foreign,0.0,balanced
"Dick O'Neill, 70, Actor Known For Role in 'Cagney and Lacey'",article,1998,arts/culture,0.2,balanced
People,article,2000,business/economy/financial,0.0,clickbait
Some Heart Disease Screens May Be Unnecessary,article,2011,business/economy/financial,-0.2,balanced
When Money Counts,article,1997,home,0.2,clickbait
"Storm's Devastation Is Revealed, and a Mountain Hamlet Mourns",article,2004,world/international/foreign,-0.7,balanced
Corrections,article,1993,home,0.5,clickbait
"Bring Your Flamethrower. In This Novel, Art Feels the Burn.",article,2020,books/reviews,0.2,clickbait
Where the Powerful and Famous Nosh; A Haven for Politicians,article,2002,theater,0.2,clickbait
Riley Welcomes New Colleague,article,1994,sports,0.5,balanced
The Odd Couple | Heston Blumenthal at Shopsin’s,article,2009,fashion/style,0.2,clickbait
Where Is the Prevention in the President’s Opioid Report?,article,2017,home,-0.5,clickbait
Putting the Squeeze on Smokers,article,2009,entertainment,0.3,clickbait
"Defection Means New Tactics, Lawyers in Bomb Case Say",article,1994,home,0.2,balanced
National Briefing | South: Alabama: Death Row Request,article,2002,world/international/foreign,-0.5,matter-of-fact
The Week in New Jersey,article,2007,world/international/foreign,0.0,balanced
Freud at the Ballpark,article,2000,media,0.3,clickbait
CHRISTOPHER SEES SYRIA CHIEF IN BID,article,1996,world/international/foreign,0.2,clickbait
Iran Keeps Its Distance On U.S. Crisis With Iraq,article,1998,world/international/foreign,0.1,balanced
Early Tibetan Paintings in Living Color,article,1998,weekend,0.3,clickbait
On the Cover,article,2005,travel,0.0,clickbait
Duke Rediscovers Defense to Reach A.C.C. Final,article,2009,sports,0.5,balanced
Flock to a Bird Fest or a Country Music Concert,article,2020,home,0.5,clickbait
The Growing Popularity of the Bridesmaid Robe,article,2019,fashion/style,0.5,balanced
Remembering Hvorostovsky: The Week’s 8 Best Classical Music Moments on YouTube,article,2017,arts/culture,0.6,balanced
"Sarah Bainton, Zecharia Kahn",article,2007,social/society,0.2,matter-of-fact
Mr. Corzine’s Big Bet,article,2011,opinion/editorial,0.2,clickbait
The Lost Boys: How a Pop Sensation Came Undone,article,2002,sports,-0.5,clickbait
Barack Herbert Hoover Obama,article,2011,uncategorized,0.0,clickbait
Interpublic Continues To Realign Operations,article,2001,business/economy/financial,0.2,balanced
‘Lady J’ Review: The Aristocratic Art of Getting Even,article,2019,arts/culture,0.3,clickbait
Jury Returning in Sheldon Silver Trial,article,2015,entertainment,0.0,balanced
"Edward Ahrens Cholestrol Researcher, Is Dead at 85",article,2000,world/international/foreign,-0.7,matter-of-fact
"Paid Notice: Deaths   NERENBERG, NANCY",article,2006,lifestyle/living,-0.8,matter-of-fact
Ali's Camp and Frazier's Bag Are Up for Auction,article,2003,sports,0.0,clickbait
In America; The Baker's Slice,article,1999,media,0.2,clickbait
Starting a Newspaper War (of Sorts) in a University Town,article,2005,business/economy/financial,0.2,clickbait
"Jews Evacuate 200, Muslims Included, in Bosnia",article,1992,world/international/foreign,0.2,clickbait
"Ruth Bader Ginsburg, No Fan of Donald Trump, Critiques Latest Term",article,2016,world/international/foreign,-0.6,clickbait
Pan-Asian Cuisine for the Eye and Palate,article,2010,entertainment,0.7,balanced
"In the news, tales of ‘gazundering,’ renovating French mills and a key court decision in Mumbai",article,2008,uncategorized,0.2,clickbait
Amazon to Introduce Web-Based Book Previews,article,2010,business/economy/financial,0.5,balanced
Anti-Capitalist Protests Diminish in Prague,article,2000,uncategorized,-0.5,balanced
Exel Ltd.  reports earnings for Qtr to Nov 30,article,1993,business/economy/financial,0.2,matter-of-fact
"Richard Avedon, the Eye of Fashion, Dies at 81",article,2004,arts/culture,-0.7,balanced
